name,link,actual_price,old_price,id,brand
"Сыр Viola Гауда полутвердый нарезка 45%, 120г",/products/120g-syr-45-viola-gauda-narezka-bzmzh,217,,120g-syr-45-viola-gauda-narezka-bzmzh,VIOLA
"Сыр La Paulina Чеддер полутвердый нарезка 48%, 400г",/products/la-paulina-chedder-48-bzmzh-400-g,489,519,la-paulina-chedder-48-bzmzh-400-g,LA PAULINA
"Сыр Cheese Gallery Маасдам нарезка 45%, 125г",/products/cheese-gallery-maasdam-nareznoj-bez-zamenitelya-molochnogo-zhira-120-g,213,,cheese-gallery-maasdam-nareznoj-bez-zamenitelya-molochnogo-zhira-120-g,CHEESE GALLERY
"Сыр Schonfeld Швейцарский Чеддер полутвердый нарезка 53%, 125г",/products/syr-cheddar-schonfeld-narezka-53-125g-bzmzh,459,,syr-cheddar-schonfeld-narezka-53-125g-bzmzh,SCHONFELD
"Сыр Кабош Levenkaas полутвердый 45%, ~875г",/products/875g-syr-leveenkaas-45-kabosh-bzmzh,1159,,875g-syr-leveenkaas-45-kabosh-bzmzh,КАБОШ
"Сыр Сваля Тильзитер полутвердый 45%, 180г",/products/180g-syr-tilziter-45-svalya-bzmzh,242,,180g-syr-tilziter-45-svalya-bzmzh,СВАЛЯ
"Сыр Schonfeld Тильзитер полутвердый нарезка 45%, 125г",/products/125g-45-tilziter-schonfeld-bzmzh,149,187,125g-45-tilziter-schonfeld-bzmzh,SCHONFELD
"Сыр Тысяча озёр Утренний полутвердый нарезка 45%, 125г",/products/125g-45-utrennij-tysyacha-ozyor-nar-bzmzh,174,,125g-45-utrennij-tysyacha-ozyor-nar-bzmzh,ТЫСЯЧА ОЗЁР
"Сыр Hochland Грюнландер полутвердый нарезка 50%, 150г",/products/hochland-gryunlander-narezka-50-150-g,215,,hochland-gryunlander-narezka-50-150-g,HOCHLAND
"METRO Chef Сыр Эмменталер полутвердый нарезка 45%, 500г",/products/metro-chef-emmentaler-45-narezka-500-g,839,,metro-chef-emmentaler-45-narezka-500-g,METRO CHEF
"Сыр Сваля легкий полутвердый нарезка 35%, 150г",/products/150g-syr-legkiy-35-svalya-narezka-bzmzh,264,,150g-syr-legkiy-35-svalya-narezka-bzmzh,СВАЛЯ
"Сыр Эконива Momente aus Schollbrunn полутвердый 50%, 200г",/products/200g-syr-polutverdyy-50-ekoniva-sholbrunn-bzmzh,219,,200g-syr-polutverdyy-50-ekoniva-sholbrunn-bzmzh,ЭКОНИВА
"Сыр Cheese Gallery Чеддер красный полутвердый 50%, 200г",/products/syr-polutverdyj-cheese-gallery-cheddar-krasnyj-50-200g,277,,syr-polutverdyj-cheese-gallery-cheddar-krasnyj-50-200g,CHEESE GALLERY
"Сыр Cheese Gallery Чеддер полутвердый 50%, 200г",/products/syr-polutverdyj-cheese-gallery-cheddar-200g,299,,syr-polutverdyj-cheese-gallery-cheddar-200g,CHEESE GALLERY
"Сыр Columbus Тильзитер полутвердый нарезка 45%, 125г",/products/125g-syr-45-tilziter-columbus-narezka-bzmzh,153,,125g-syr-45-tilziter-columbus-narezka-bzmzh,COLUMBUS
"Сыр Cheese Gallery Эмменталь полутвердый 45%, 180г",/products/180g-45-sneese-gallery-emment-kus-bzmzh,279,,180g-45-sneese-gallery-emment-kus-bzmzh,CHEESE GALLERY
"Сыр Эконива Легкий полутвердый 37%, 200г",/products/200g-syr-legkiy-37-ekoniva-bzmzh,199,,200g-syr-legkiy-37-ekoniva-bzmzh,ЭКОНИВА
"Сыр Киприно Маасдам полутвердый 45%, 200г",/products/200g-syr-maasdam-45-kiprino-kusok-bzmzh,282,,200g-syr-maasdam-45-kiprino-kusok-bzmzh,КИПРИНО
"Сыр Jalo Kerma Легкий нарезка 30%, 140г",/products/syr-jalo-kerma-legkij-30-fasovannyj-narezka-140-g,159.01,189,syr-jalo-kerma-legkij-30-fasovannyj-narezka-140-g,JALO KERMA
"aro Сыр Гауда 45%, 200г",/products/200g-syr-gauda-45-aro-bzmzh,164,,200g-syr-gauda-45-aro-bzmzh,ARO
"Сыр Laplandia Emmental полутвердый нарезка 45%, 120г",/products/120g-syr-emmental-45-laplandia-narezka-bzmzh,179,219,120g-syr-emmental-45-laplandia-narezka-bzmzh,LAPLANDIA
"Сыр Laplandia Эдам полутвердый нарезка 45%, 120г",/products/120g-syr-edam-45-laplandia-narezka-bzmzh,179,217,120g-syr-edam-45-laplandia-narezka-bzmzh,LAPLANDIA
"Сыр Тысяча озёр Лапландский полутвердый 45%, 380г",/products/laplandskij-tysyacha-ozer-kusok-380g,329,459,laplandskij-tysyacha-ozer-kusok-380g,ТЫСЯЧА ОЗЁР
"Сыр Белебеевский Купеческий полутвердый 52%, 190г",/products/bmk-kupecheskij-52-190g,226,,bmk-kupecheskij-52-190g,БЕЛЕБЕЕВСКИЙ
"Сыр Радость вкуса Российский полутвердый нарезка 45%, 350г",/products/350g-syr-rossiyskiy-45-radost-vkusa-klassicheskiy-nar-bzmzh,369,389,350g-syr-rossiyskiy-45-radost-vkusa-klassicheskiy-nar-bzmzh,РАДОСТЬ ВКУСА
"Сыр Schonfeld Швейцарский Чиз полутвердый 53%, 150г",/products/150g-syr-53-schonfeld-swiss-cheese-bzmzh,479,,150g-syr-53-schonfeld-swiss-cheese-bzmzh,SCHONFELD
"Сыр Кабош Casa Brava полутвердый 50%, 180г",/products/180g-syr-casa-brava-50-kabosh-kusok-bzmzh,329,,180g-syr-casa-brava-50-kabosh-kusok-bzmzh,КАБОШ
"Сыр Schonfeld Маасдам полутвердый 45%, 200г",/products/syr-schonfeld-maasdam-45-200g,309,,syr-schonfeld-maasdam-45-200g,SCHONFELD
"Сыр Laime Маасдам полутвердый 45%, 200г",/products/200g-syr-maasdam-45-laime-kusok-bzmzh,209,299,200g-syr-maasdam-45-laime-kusok-bzmzh,LAIME
"Сыр Киприно Тильзитер кусок 50%, 200г",/products/syr-kiprino-tilziter-kusok-50-200g,249,,syr-kiprino-tilziter-kusok-50-200g,КИПРИНО
"Сыр Белебеевский Медовый полутвердый 45%, 190г",/products/bmk-medovyj-45-190g,234,,bmk-medovyj-45-190g,БЕЛЕБЕЕВСКИЙ
"Сыр Тысяча озёр Лапландский полутвердый нарезка 45%, 150г",/products/laplandskij-tysyacha-ozer-narezka-45-150g-bzmzh,169,232,laplandskij-tysyacha-ozer-narezka-45-150g-bzmzh,ТЫСЯЧА ОЗЁР
"Сыр Киприно Алтайский полутвердый нарезка 50%, 125г",/products/altajskij-kiprino-50-125-g-narezka-bzmzh,224,,altajskij-kiprino-50-125-g-narezka-bzmzh,КИПРИНО
"Сыр Тысяча озёр Утренний полутвердый 45%, 200г",/products/200g-syr-utrenniy-45-tysyacha-ozyor-kusok-bzmzh,199,239,200g-syr-utrenniy-45-tysyacha-ozyor-kusok-bzmzh,ТЫСЯЧА ОЗЁР
"Сыр Сваля Дваро сливочный нарезка 50%, 125г",/products/125g-syr-slivochnyy-50-svalya-dvaro-narezka-bzmzh,185,,125g-syr-slivochnyy-50-svalya-dvaro-narezka-bzmzh,СВАЛЯ
"Сыр Киприно Голландский полутвердый нарезка 45%, 125г",/products/125g-syr-gollandskiy-45-kiprino-narezka-bzmzh,173,,125g-syr-gollandskiy-45-kiprino-narezka-bzmzh,КИПРИНО
"Сыр Columbus Маасдамер полутвердый нарезка 45%, 125г",/products/125g-45-maasdamer-columbus-narez-bzmzh,179,,125g-45-maasdamer-columbus-narez-bzmzh,COLUMBUS
"Сыр чеддер La Paulina 48%, ~2.5кг",/products/syr-chedder-la-paulina-48-25kg,1139,,syr-chedder-la-paulina-48-25kg,LA PAULINA
"Сыр Кабош Perla Di Latte Intensiva полутвердый колотый 50%, 100г",/products/100g-syr-perla-di-latte-intensiva-50-kabosh-kol-bzmzh,249,,100g-syr-perla-di-latte-intensiva-50-kabosh-kol-bzmzh,КАБОШ
"Сыр Сырная губерния Tom de Bois выдержанный полутвердый 41%, 200г",/products/200g-syr-tome-de-bua-41-syrnaya-guberniya-vyderzh-vu-bzmzh,319,,200g-syr-tome-de-bua-41-syrnaya-guberniya-vyderzh-vu-bzmzh,TOM DE BOIS
"Сыр Радость вкуса Маасдам Gold полутвердый нарезка 45%, 125г",/products/maasdam-gold-radost-vkusa-slajsy-45-125g-bzmzh,189,,maasdam-gold-radost-vkusa-slajsy-45-125g-bzmzh,РАДОСТЬ ВКУСА
"Сыр Кабош Сливочный полутвердый 50%, 180г",/products/180g-syr-slivochnyy-50-kabosh-kusok-bzmzh,237,,180g-syr-slivochnyy-50-kabosh-kusok-bzmzh,КАБОШ
"Сыр Viola Бутербродный полутвердый 45%, 180г",/products/180g-syr-45-viola-buterbrodnyy-kusok-bzmzh,189,209,180g-syr-45-viola-buterbrodnyy-kusok-bzmzh,VIOLA
"Сыр Laplandia Monterey Jack 45%, 350г",/products/350g-syr-45-laplandia-monterey-jack-bzmzh,479,,350g-syr-45-laplandia-monterey-jack-bzmzh,LAPLANDIA
"Сыр Сваля Чеддер красный нарезка 50%, 125г",/products/125g-syr-chedder-50-svalya-krasnyy-narezka-bzmzh,229,,125g-syr-chedder-50-svalya-krasnyy-narezka-bzmzh,СВАЛЯ
"aro Продукт молокосодержащий Гауда полутвердый нарезка 45%, ~2.6кг",/products/26-kg-molokosoderzhaschiy-produkt-gauda-45-aro,509,,26-kg-molokosoderzhaschiy-produkt-gauda-45-aro,ARO
"Сыр Кабош Levenkaas полутвердый 45%, 180г",/products/180g-syr-45-kabosh-levenkaas-bzmzh,339,,180g-syr-45-kabosh-levenkaas-bzmzh,КАБОШ
"Сыр Кабош Levenkaas полутвердый нарезка 45%, 125г",/products/125g-syr-45-kabosh-levenkaas-narezka-bzmzh,229,,125g-syr-45-kabosh-levenkaas-narezka-bzmzh,КАБОШ
"Сыр Natura сливочный легкий нарезка 30%, 300г",/products/300g-syr-30-natura-slivochnyy-legkiy-narezka-bzmzh,469,,300g-syr-30-natura-slivochnyy-legkiy-narezka-bzmzh,NATURA
"Сыр Кабош Сливочный полутвердый нарезка 50%, 125г",/products/125g-syr-slivochnyy-50-kabosh-narezka-bzmzh,189,,125g-syr-slivochnyy-50-kabosh-narezka-bzmzh,КАБОШ
"Сыр Эндорф Loutter полутвердый 45%, 200г",/products/200g-50-endorf-loutter-p-tv-bzmzh,249,,200g-50-endorf-loutter-p-tv-bzmzh,ЭНДОРФ
"METRO Chef Сыр Эмменталер 45%, ~1кг",/products/emmentaler-metro-chef-45-brusok-1-kg,1359,,emmentaler-metro-chef-45-brusok-1-kg,METRO CHEF
"Сыр Киприно Вкусный завтрак полутвердый 50%, 180г",/products/180g-syr-50-kiprino-vkusnyy-zavtrak-kusok-bzmzh,213,,180g-syr-50-kiprino-vkusnyy-zavtrak-kusok-bzmzh,КИПРИНО
"Сыр Кабош Kilt полутвердый нарезка 45%, 125г",/products/125g-syr-kilt-45-kabosh-narezka-bzmzh,222,,125g-syr-kilt-45-kabosh-narezka-bzmzh,КАБОШ
"Сыр Кабош Perla Di Latte Intensiva полутвердый 50%, 180г",/products/180g-syr-50-kabosh-perla-di-latte-intensiva-bzmzh,399,,180g-syr-50-kabosh-perla-di-latte-intensiva-bzmzh,КАБОШ
"METRO Chef Сыр Тильзитер 45%, ~2.5кг",/products/tilziter-45-metro-chef-vesovoj,869,,tilziter-45-metro-chef-vesovoj,METRO CHEF
"Сыр La Paulina Чеддер полутвердый нарезка 48%, 150г",/products/la-paulina-chedder-48-bzmzh-150-g,272,,la-paulina-chedder-48-bzmzh-150-g,LA PAULINA
"Сыр Кабош Neerlander Strong полутвердый 50%, 180г",/products/180g-syr-neerlander-strong-50-kabosh-kusok-bzmzh,409,,180g-syr-neerlander-strong-50-kabosh-kusok-bzmzh,КАБОШ
"Сыр Киприно Сливочный полутвердый 50%, ~1.5кг",/products/kiprino-slivochnyj-bzmzh,1089,,kiprino-slivochnyj-bzmzh,КИПРИНО
"Сыр Ларец с грецкими орехами 45%, ~1кг",/products/1kg-syr-45-larets-s-gretskimi-orehami-bzmzh,1269,,1kg-syr-45-larets-s-gretskimi-orehami-bzmzh,ЛАРЕЦ
"METRO Chef Сыр с пажитником 45%, ~1кг",/products/1kg-syr-45-metro-chef-s-pazhitnikom-bzmzh,799,1159,1kg-syr-45-metro-chef-s-pazhitnikom-bzmzh,METRO CHEF
"METRO Chef Сыр легкий 30%, ~1кг",/products/1kg-30-legkij-metro-chef-bzmzh,1059,,1kg-30-legkij-metro-chef-bzmzh,METRO CHEF
"Сыр Hochland Грюнландер легкий полутвердый 35%, 400г",/products/400g-syr-gryunlander-35-hochland-legkiy-bzmzh,429,,400g-syr-gryunlander-35-hochland-legkiy-bzmzh,HOCHLAND
"Сыр Эконива Колыбельский полутвердый 45%, 200г",/products/200g-syr-45-ekoniva-kolybelskiy-bzmzh,199,,200g-syr-45-ekoniva-kolybelskiy-bzmzh,ЭКОНИВА
"Сыр Ларец с грецкими орехами кусок 45%, 245г",/products/245g-syr-45-larets-s-gretskimi-orehami-kusok-bzmzh,389,,245g-syr-45-larets-s-gretskimi-orehami-kusok-bzmzh,ЛАРЕЦ
"METRO Chef Сыр Гауда полутвердый нарезка 48%, 150г",/products/150g-48-gauda-metro-chef-narezka-bzmzh,179,,150g-48-gauda-metro-chef-narezka-bzmzh,METRO CHEF
"Сыр Эконива Щучанский полутвердый 50%, 200г",/products/200g-syr-50-ekoniva-schuchanskiy-bzmzh,194,,200g-syr-50-ekoniva-schuchanskiy-bzmzh,ЭКОНИВА
"Сыр Cheese Gallery Эмменталь полутвердый нарезка 45%, 125г",/products/125g-45-sneese-gallery-emment-slajs-bzmzh,149,223,125g-45-sneese-gallery-emment-slajs-bzmzh,CHEESE GALLERY
"Сыр Oldenburger Protein Томат-базилик 30%, 200г",/products/200g-syr-protein-30-oldenburger-tomatbazilik-bzmzh,239,286,200g-syr-protein-30-oldenburger-tomatbazilik-bzmzh,OLDENBURGER
"aro Продукт молокосодержащий Российский новый 50%, ~2.6кг",/products/26-kg-molokosod-prod-rossiyskiy-novyy-50-aro,529,,26-kg-molokosod-prod-rossiyskiy-novyy-50-aro,ARO
"Сыр Cheese Gallery Лайт полутвердый нарезка 20%, 150г",/products/cheese-gallery-light-narezka-20-150g-bzmzh,139,197,cheese-gallery-light-narezka-20-150g-bzmzh,CHEESE GALLERY
"Сыр Брест-Литовск Голландский полутвердый 45%, ~3.5кг",/products/syr-brest-litovsk-gollandskiy-polutverdyy-45-35kg,869,,syr-brest-litovsk-gollandskiy-polutverdyy-45-35kg,БРЕСТ-ЛИТОВСК
