name,link,actual_price,old_price,id,brand
"Сыр Hochland Грюнландер легкий полутвердый 35%, 400г",/products/400g-syr-gryunlander-35-hochland-legkiy-bzmzh,429,,400g-syr-gryunlander-35-hochland-legkiy-bzmzh,HOCHLAND
"METRO Chef Сыр Гауда 45%, 500г",/products/500g-48-gauda-metro-chef-kusok-bzmzh,509,,500g-48-gauda-metro-chef-kusok-bzmzh,METRO CHEF
"METRO Chef Сыр Гауда полутвердый нарезка 48%, 1кг",/products/gauda-narezka-48-metro-chef-1-kg,1139,,gauda-narezka-48-metro-chef-1-kg,METRO CHEF
"Сыр Тысяча озёр Сливочный полутвердый нарезка 50%, 125г",/products/125g-50-slivochnyj-tysyacha-ozyor-nar-bzmzh,119,169,125g-50-slivochnyj-tysyacha-ozyor-nar-bzmzh,ТЫСЯЧА ОЗЁР
"Сыр Ламбер Гурмэ кусок 55%, 230г",/products/230g-syr-55-lamber-gurme-kusok-bzmzh,329,,230g-syr-55-lamber-gurme-kusok-bzmzh,ЛАМБЕР
"Сыр Маасдам Viola кусок 45%, 180г",/products/180g-syr-maasdam-45-viola-kusok-bzmzh,293,,180g-syr-maasdam-45-viola-kusok-bzmzh,VIOLA
"METRO Chef Сыр Чеддар красный полутвердый нарезка 50%, 1кг",/products/cheddar-krasnyj-narezka-50-metro-chef-1000-g,1299,,cheddar-krasnyj-narezka-50-metro-chef-1000-g,METRO CHEF
"Сыр Natura Тильзитер полутвердый 45%, 250г",/products/arla-natura-tilziter-250-g-bzmzh,269.01,319,arla-natura-tilziter-250-g-bzmzh,NATURA
"Сыр Тысяча озёр Легкий полутвердый 15%, 200г",/products/200g-syr-legkiy-15-tysyacha-ozyor-kusok-bzmzh,169,219,200g-syr-legkiy-15-tysyacha-ozyor-kusok-bzmzh,ТЫСЯЧА ОЗЁР
"METRO Chef Сыр российский сливочный 45%, ~3кг",/products/3kg-syr-rossiyskiy-45-metro-chef-slivochnyy-bzmzh,849,,3kg-syr-rossiyskiy-45-metro-chef-slivochnyy-bzmzh,METRO CHEF
"METRO Chef Сыр Маасдам 45%, ~1кг",/products/metro-chef-maasdam-45-bez-soderzhaniya-molochnogo-zhira-1-kg,1159,,metro-chef-maasdam-45-bez-soderzhaniya-molochnogo-zhira-1-kg,METRO CHEF
"aro Сыр российский 50%, 200г",/products/200g-syr-rossiyskiy-50-aro-bzmzh,144,,200g-syr-rossiyskiy-50-aro-bzmzh,ARO
"Сыр Брест-Литовск Классический полутвердый нарезка 45%, 150г",/products/brest-litovskoe-klassicheskij-45-narezka-150g-bzmzh,179,,brest-litovskoe-klassicheskij-45-narezka-150g-bzmzh,БРЕСТ-ЛИТОВСК
"METRO Chef Сыр тертый для макарон 45%, 500г",/products/500g-50-tyortyj-d-makaron-metro-chef-bzmzh,389,,500g-50-tyortyj-d-makaron-metro-chef-bzmzh,METRO CHEF
"METRO Chef Сыр российский сливочный 45%, ~1кг",/products/1kg-syr-rossiyskiy-45-metro-chef-slivochnyy-bzmzh,749,939,1kg-syr-rossiyskiy-45-metro-chef-slivochnyy-bzmzh,METRO CHEF
"Сыр Брест-Литовск Легкий полутвердый 35%, 200г",/products/legkij-brest-litovsk-35-200g,199,,legkij-brest-litovsk-35-200g,БРЕСТ-ЛИТОВСК
"METRO Chef Сыр Тильзитер полутвердый нарезка 45%, 1кг",/products/tilziter-45-narezka-metro-chef-1-kg,1019,,tilziter-45-narezka-metro-chef-1-kg,METRO CHEF
"Сыр Брест-Литовск Сливочный полутвердый 50%, 200г",/products/brest-litovsk-slivochnyj-50-200g,199,,brest-litovsk-slivochnyj-50-200g,БРЕСТ-ЛИТОВСК
"Сырный продукт Стародуб Тильзитер 45%, ~5.2кг",/products/produkt-syrnyy-starodub-tilziter-45-52kg,539,,produkt-syrnyy-starodub-tilziter-45-52kg,СТАРОДУБ
"Сыр Laplandia Сливочный полутвердый 45%, 300г",/products/300g-syr-45-laplandia-slivochnyy-kusok-bzmzh,439,,300g-syr-45-laplandia-slivochnyy-kusok-bzmzh,LAPLANDIA
"Сыр Natura Сливочный легкий полутвердый нарезка 16%, 150г",/products/150g-syr-legkiy-30-natura-narezka-bzmzh,234,,150g-syr-legkiy-30-natura-narezka-bzmzh,NATURA
"METRO Chef Сыр маасдам 45%, 200г",/products/200g-syr-maasdam-45-metro-chef-bzmzh,244,,200g-syr-maasdam-45-metro-chef-bzmzh,METRO CHEF
"METRO Chef Сыр Эдам 40%, ~2.5кг",/products/edam-40-metro-chef-vesovoj,799,,edam-40-metro-chef-vesovoj,METRO CHEF
"Сыр Hochland Грюнландер полутвердый 50%, 400г",/products/hochland-gryunlander-50-400g,419,,hochland-gryunlander-50-400g,HOCHLAND
"Сыр Брест-Литовск полутвердый 45%, 200г",/products/brest-litovsk-45-200g-bzmzh,199,,brest-litovsk-45-200g-bzmzh,БРЕСТ-ЛИТОВСК
"Сыр Радость вкуса Топленое молочко полутвердый 45%, 180г",/products/180g-syr-45-radost-vkusa-toplenoe-molochko-bzmzh,179,198,180g-syr-45-radost-vkusa-toplenoe-molochko-bzmzh,РАДОСТЬ ВКУСА
"Сыр Ламбер легкий полутвердый 30%, 230г",/products/230g-syr-30-lamber-legkiy-bzmzh,329,,230g-syr-30-lamber-legkiy-bzmzh,ЛАМБЕР
"Сыр Oldenburger Чеддер красный полутвердый 45%, ~3кг",/products/syr-chedder-oldenburger-krasnyy-45-3kg,679,879,syr-chedder-oldenburger-krasnyy-45-3kg,OLDENBURGER
"Сыр Киприно Молочный полутвердый 50%, ~1кг",/products/molochnyj-kiprino-50-1kg-bzmzh,879,1029,molochnyj-kiprino-50-1kg-bzmzh,КИПРИНО
"Сыр Laplandia Сливочный тертый полутвердый 45%, 150г",/products/150g-syr-45-laplandia-slivochnyy-tertyy-bzmzh,216,,150g-syr-45-laplandia-slivochnyy-tertyy-bzmzh,LAPLANDIA
"Сыр Natura Сливочный полутвердый нарезка 45%, 150г",/products/150g-syr-slivochnyy-45-natura-narezka-bzmzh,211,,150g-syr-slivochnyy-45-natura-narezka-bzmzh,NATURA
"METRO Chef Сыр Эдам 40%, 500г",/products/500g-40-edam-metro-chef-kusok-bzmzh,539,,500g-40-edam-metro-chef-kusok-bzmzh,METRO CHEF
"METRO Chef Сыр Маасдам полутвердый нарезка 45%, 150г",/products/150g-45-maasdam-metro-chef-narezka-bzmzh,205,,150g-45-maasdam-metro-chef-narezka-bzmzh,METRO CHEF
"Сыр La Paulina Чеддер полутвердый 48%, 180г",/products/180g-syr-chedder-48-la-paulina-bzmzh,229,284,180g-syr-chedder-48-la-paulina-bzmzh,LA PAULINA
"METRO Chef Сыр российский с топленым молоком сливочный 45%, ~1кг",/products/1kg-syr-rossiyskiy-45-metro-chef-topl-moloko-sliv-bzmzh,749,939,1kg-syr-rossiyskiy-45-metro-chef-topl-moloko-sliv-bzmzh,METRO CHEF
"Сыр Ларец с грецкими орехами нарезка 45%, 125г",/products/125g-syr-45-larets-s-gretskimi-orehami-narezka-bzmzh,235,,125g-syr-45-larets-s-gretskimi-orehami-narezka-bzmzh,ЛАРЕЦ
"Сыр Ламбер Сливочный полутвердый 55%, ~1кг",/products/lamber-slivochnyj-55-1kg-bzmzh,1409,,lamber-slivochnyj-55-1kg-bzmzh,ЛАМБЕР
"Сыр Брест-Литовск сливочный полутвердый 50%, 150г",/products/syr-brest-litovsk-slivochnyy-polutverdyy-50-150g,189,,syr-brest-litovsk-slivochnyy-polutverdyy-50-150g,БРЕСТ-ЛИТОВСК
"Сыр Viola Голландский полутвердый 45%, 350г",/products/350g-syr-45-viola-gollandskiy-kusok-bzmzh,449,,350g-syr-45-viola-gollandskiy-kusok-bzmzh,VIOLA
"Сыр Hochland Grunlander Тильзитер полутвердый нарезка 45%, 130г",/products/130g-syr-tilziter-45-grunlander-hochland-nar-bzmzh,159,194,130g-syr-tilziter-45-grunlander-hochland-nar-bzmzh,HOCHLAND
"Сыр Тильзитер Oldenburger 45%, ~3кг",/products/3kg-syr-tilziter-45-oldenburger-bzmzh,739,859,3kg-syr-tilziter-45-oldenburger-bzmzh,OLDENBURGER
"Сыр Ламбер Тильзитер полутвердый нарезка 45%, 150г",/products/tilziter-narezka-lamber-150g-bzmzh,275,,tilziter-narezka-lamber-150g-bzmzh,ЛАМБЕР
"METRO Chef Сыр Гауда полутвердый нарезка 48%, 150г",/products/150g-48-gauda-metro-chef-narezka-bzmzh,189,,150g-48-gauda-metro-chef-narezka-bzmzh,METRO CHEF
"Сыр Радость вкуса Львиное сердце полутвердый 45%, 180г",/products/180g-syr-45-radost-vkusa-lvinoe-serdtse-bzmzh,169,204,180g-syr-45-radost-vkusa-lvinoe-serdtse-bzmzh,РАДОСТЬ ВКУСА
"Сыр Viola Российский полутвердый нарезка 50%, 270г",/products/270g-syr-50-viola-rossiyskiy-narezka-bzmzh,369,,270g-syr-50-viola-rossiyskiy-narezka-bzmzh,VIOLA
"METRO Chef Сыр Эдам 40%, ~1кг",/products/edam-metro-chef-40-brusok-1-kg,959,,edam-metro-chef-40-brusok-1-kg,METRO CHEF
"METRO Chef Сыр Чеддар полутвердый нарезка 50%, 500г",/products/metro-chef-cheddar-50-500-g,689,,metro-chef-cheddar-50-500-g,METRO CHEF
"Сыр Брест-Литовск Финский полутвердый 45%, 200г",/products/art-76003,189,,art-76003,БРЕСТ-ЛИТОВСК
"Сыр Песто Oldenburger зеленый 45%, ~1кг",/products/1kg-syr-pesto-45-oldenburger-zelenyy-bzmzh,899,1359,1kg-syr-pesto-45-oldenburger-zelenyy-bzmzh,OLDENBURGER
"METRO Chef Сыр гауда 45%, 200г",/products/200g-syr-gauda-45-metro-chef-kusok-bzmzh,177,,200g-syr-gauda-45-metro-chef-kusok-bzmzh,METRO CHEF
"Продукт сыросодержащий Terra del Gusto Chef российский 40%, ~2.5кг",/products/25kg-produkt-syr-40-terra-del-gusto-chef-rossiyskiy,449,,25kg-produkt-syr-40-terra-del-gusto-chef-rossiyskiy,TERRA DEL GUSTO
"Сыр Viola Российский полутвердый 50%, 350г",/products/350g-syr-50-viola-rossiyskiy-kusok-bzmzh,439,,350g-syr-50-viola-rossiyskiy-kusok-bzmzh,VIOLA
"Сыр Киприно Алтайский полутвердый 50%, ~1.5кг",/products/altajskij-kiprino-50-15kg-bzmzh,1429,,altajskij-kiprino-50-15kg-bzmzh,КИПРИНО
"Сыр Брест-Литовск Маасдам полутвердый нарезка 45%, 130г",/products/syr-brest-litovsk-maasdam-polutverdyy-45-130g,159,169,syr-brest-litovsk-maasdam-polutverdyy-45-130g,БРЕСТ-ЛИТОВСК
"Сыр Стародуб Гауда полутвердый 45%, ~5.2кг",/products/52kg-syr-gauda-45-starodub-bzmzh,769,,52kg-syr-gauda-45-starodub-bzmzh,СТАРОДУБ
"Сыр Эконива Щучанский полутвердый 50%, 200г",/products/200g-syr-50-ekoniva-schuchanskiy-bzmzh,194,,200g-syr-50-ekoniva-schuchanskiy-bzmzh,ЭКОНИВА
"Сыр Laime Премиум полутвердый 50%, 200г",/products/200g-syr-premium-50-laime-bzmzh,245,,200g-syr-premium-50-laime-bzmzh,LAIME
"Сыр Natura сливочный легкий полутвердый 16%, 400г",/products/400g-syr-legkiy-30-natura-bzmzh,399,499,400g-syr-legkiy-30-natura-bzmzh,NATURA
"METRO Chef Сыр тильзитер кусок 45%, 200г",/products/200g-syr-tilziter-45-metro-chef-kusok-bzmzh,204,,200g-syr-tilziter-45-metro-chef-kusok-bzmzh,METRO CHEF
"METRO Chef Сыр Чеддар красный 50%, ~2кг",/products/metro-chef-cheddar-krasnyj-50-bez-soderzhaniya-molochnogo-zhira-25kg,919,,metro-chef-cheddar-krasnyj-50-bez-soderzhaniya-molochnogo-zhira-25kg,METRO CHEF
"Сыр Cheese Gallery Маасдам полутвердый 45%, 180г",/products/cheese-gallery-maasdam-45-kusok-180-g-bzmzh,219,359,cheese-gallery-maasdam-45-kusok-180-g-bzmzh,CHEESE GALLERY
"Сыр Laplandia Emmental полутвердый 45%, 180г",/products/180g-syr-emmental-45-laplandia-kusok-bzmzh,309,,180g-syr-emmental-45-laplandia-kusok-bzmzh,LAPLANDIA
"Сыр Ларец с лисичками 45%, ~1кг",/products/1kg-syr-45-larets-s-lisichkami-bzmzh,1249,,1kg-syr-45-larets-s-lisichkami-bzmzh,ЛАРЕЦ
"Сыр Laplandia легкий полутвердый нарезка 17%, 120г",/products/120g-syr-lyogkiy-17-laplandia-narezka-bzmzh,179,229,120g-syr-lyogkiy-17-laplandia-narezka-bzmzh,LAPLANDIA
"METRO Chef Сыр Тильзитер 45%, ~1кг",/products/metro-chef-tilziter-45,919,,metro-chef-tilziter-45,METRO CHEF
"METRO Chef Сыр Российский нарезка 50%, 1кг",/products/50-rossijskij-metro-chef-narezka-1kg,949,1199,50-rossijskij-metro-chef-narezka-1kg,METRO CHEF
Сыр Киприно Российский полутвердый 50% ~1.5кг,/products/kiprino-rossijskij-50-15kg-bzmzh,1059,,kiprino-rossijskij-50-15kg-bzmzh,КИПРИНО
"Сыр Карлов двор со вкусом козьего молока полутвердый 45%, ~1.6кг",/products/karlov-dvor-45-16kg,1539,,karlov-dvor-45-16kg,КАРЛОВ ДВОР
"Сыр Viola Голландский полутвердый нарезка 45%, 120г",/products/120g-syr-45-viola-gollandskiy-narezka-bzmzh,197,,120g-syr-45-viola-gollandskiy-narezka-bzmzh,VIOLA
"Сыр голландский Viola кусок 45%, 180г",/products/180g-syr-gollandsky-45-viola-kusok-bzmzh,229,,180g-syr-gollandsky-45-viola-kusok-bzmzh,VIOLA
"Сыр Песто Oldenburger красный 45%, ~1кг",/products/1kg-syr-pesto-45-oldenburger-krasnyy-bzmzh,899,1359,1kg-syr-pesto-45-oldenburger-krasnyy-bzmzh,OLDENBURGER
"Сыр Радость вкуса Львиное сердце полутвердый нарезка 45%, 125г",/products/125g-syr-lvinoe-serdtse-45-radost-vkusa-nar-bzmzh,139,179,125g-syr-lvinoe-serdtse-45-radost-vkusa-nar-bzmzh,РАДОСТЬ ВКУСА
"Сыр Cheese Gallery Чеддер белый полутвердый нарезка 50%, 150г",/products/syr-cheese-gallery-chedder-beliy-50-150g,159.01,249,syr-cheese-gallery-chedder-beliy-50-150g,CHEESE GALLERY
"METRO Chef Сыр Маасдам 45%, ~2.5кг",/products/maasdam-45-metro-chef-vesovoj,949,,maasdam-45-metro-chef-vesovoj,METRO CHEF
"Сыр Viola Тильзитер полутвердый нарезка 45%, 120г",/products/120g-syr-45-viola-tilzit-narezka-bzmzh,199,,120g-syr-45-viola-tilzit-narezka-bzmzh,VIOLA
"Сыр российский Viola кусок 50%, 180г",/products/180g-syr-rossiyskiy-50-viola-kusok-bzmzh,229,,180g-syr-rossiyskiy-50-viola-kusok-bzmzh,VIOLA
"METRO Chef Сыр Маасдам полутвердый нарезка 45%, 1кг",/products/maasdam-narezka-45-metro-chef-1-kg,1319,,maasdam-narezka-45-metro-chef-1-kg,METRO CHEF
"Сыр Ларец Чили-паприка нарезка 45%, 125г",/products/125g-syr-45-larets-chilipaprika-narezka-bzmzh,229,,125g-syr-45-larets-chilipaprika-narezka-bzmzh,ЛАРЕЦ
"Сыр Радость вкуса для жарки полутвердый 45%, 180г",/products/180g-syr-dzharki-45-radost-vkusa-bzmzh,194,,180g-syr-dzharki-45-radost-vkusa-bzmzh,РАДОСТЬ ВКУСА
"Сыр Viola Чеддер полутвердый нарезка 50%, 120г",/products/120g-syr-50-viola-chedder-narezka-bzmzh,237,,120g-syr-50-viola-chedder-narezka-bzmzh,VIOLA
"Сыр Кабош Kilt полутвердый 45%, ~1кг",/products/1kg-syr-kilt-45-kabosh-bzmzh,1339,,1kg-syr-kilt-45-kabosh-bzmzh,КАБОШ
"METRO Chef Сыр тильзитер нарезка 45%, 150г",/products/150g-syr-tilziter-45-metro-chef-narezka-bzmzh,184,,150g-syr-tilziter-45-metro-chef-narezka-bzmzh,METRO CHEF
"Сыр Schonfeld Швейцарский Маасдам полутвердый нарезка 48%, 125г",/products/fasovannyj-schonfeld-swiss-maasdam-narezka-48-125g-bzmzh,349,,fasovannyj-schonfeld-swiss-maasdam-narezka-48-125g-bzmzh,SCHONFELD
"Сыр Schonfeld Эдам полутвердый нарезка 45%, 125г",/products/125g-syr-edam-45-schonfeld-narezka-bzmzh,186,,125g-syr-edam-45-schonfeld-narezka-bzmzh,SCHONFELD
"Сыр Радость вкуса легкий полутвердый нарезка 35%, 125г",/products/125g-syr-legkiy-35-radost-vkusa-narezka-bzmzh,139,183,125g-syr-legkiy-35-radost-vkusa-narezka-bzmzh,РАДОСТЬ ВКУСА
"Сыр Белебеевский Российский полутвердый 50%, 190г",/products/bmk-rossijskij-50-190g,237,,bmk-rossijskij-50-190g,БЕЛЕБЕЕВСКИЙ
"Сыр Тысяча озёр Сливочный полутвердый 50%, 200г",/products/200g-syr-slivochnyy-50-tysyacha-ozyor-kusok-bzmzh,199,213,200g-syr-slivochnyy-50-tysyacha-ozyor-kusok-bzmzh,ТЫСЯЧА ОЗЁР
"Сыр Cheese Gallery Гауда полутвердый нарезка 45%, 125г",/products/cheese-gallery-gauda-slajs-125g,139,211,cheese-gallery-gauda-slajs-125g,CHEESE GALLERY
"aro Сыр тильзитер 45%, 200г",/products/200g-syr-tilziter-nt-45-aro-bzmzh,164,,200g-syr-tilziter-nt-45-aro-bzmzh,ARO
"Сыр Hochland Grunlander Чеддер полутвердый нарезка 50%, 130г",/products/130g-syr-chedder-50-grunlander-hochland-narezka-bzmzh,159,194,130g-syr-chedder-50-grunlander-hochland-narezka-bzmzh,HOCHLAND
"METRO Chef Сыр Чеддар 50%, ~2.5кг",/products/metro-chef-cheddar-50-25kg,939,,metro-chef-cheddar-50-25kg,METRO CHEF
"Сыр Schonfeld Гауда полутвердый нарезка 45%, 125г",/products/125g-syr-gauda-45-schonfeld-narezka-bzmzh,149,186,125g-syr-gauda-45-schonfeld-narezka-bzmzh,SCHONFELD
"Сыр Cheese Gallery Гауда полутвердый 45%, 200г",/products/cheese-gallery-gauda-kusok-200g,179,259,cheese-gallery-gauda-kusok-200g,CHEESE GALLERY
"METRO Chef Сыр Мраморный полутвердый, ~1кг",/products/1kg-45-metro-chef-mramornyj-brus-bzmzh,959,,1kg-45-metro-chef-mramornyj-brus-bzmzh,METRO CHEF
"Продукт сыросодержащий Terra del Gusto гауда 40%, ~2.5кг",/products/25kg-produkt-syrosoderzh-40-terra-del-gusto-gauda,419,,25kg-produkt-syrosoderzh-40-terra-del-gusto-gauda,TERRA DEL GUSTO
"Сыр Белебеевский полутвердый 45%, 190г",/products/belebeevskij-45-190g,229,,belebeevskij-45-190g,БЕЛЕБЕЕВСКИЙ
"Сыр Oldenburger Protein Томат-базилик 30%, 200г",/products/200g-syr-protein-30-oldenburger-tomatbazilik-bzmzh,239,259,200g-syr-protein-30-oldenburger-tomatbazilik-bzmzh,OLDENBURGER
"Сыр Киприно Швейцарский полутвердый нарезка 50%, 125г",/products/shvejcarskij-kiprino-50-125-g-narezka-bzmzh,219,,shvejcarskij-kiprino-50-125-g-narezka-bzmzh,КИПРИНО
"aro Продукт молокосодержащий Российский новый 50%, ~2.6кг",/products/26-kg-molokosod-prod-rossiyskiy-novyy-50-aro,529,,26-kg-molokosod-prod-rossiyskiy-novyy-50-aro,ARO
"Сыр Сваля Тильзитер нарезка 45%, 125г",/products/125g-syr-tilziter-45-svalya-narezka-bzmzh,187,,125g-syr-tilziter-45-svalya-narezka-bzmzh,СВАЛЯ
"Сыр Киприно Мастер полутвердый 50%, ~1.5кг",/products/master-kiprino-15kg-bzmzh,1129,,master-kiprino-15kg-bzmzh,КИПРИНО
"Сыр Viola Бутербродный полутвердый нарезка 45%, 120г",/products/120g-syr-45-viola-buterbrodnyy-narezka-bzmzh,139,163,120g-syr-45-viola-buterbrodnyy-narezka-bzmzh,VIOLA
"Сыр Viola Голландский полутвердый нарезка 45%, 270г",/products/270g-syr-45-viola-gollandskiy-narezka-bzmzh,389,,270g-syr-45-viola-gollandskiy-narezka-bzmzh,VIOLA
"Сыр Viola Российский полутвердый нарезка 50%, 120г",/products/120g-syr-50-viola-rossiyskiy-narezka-bzmzh,187,,120g-syr-50-viola-rossiyskiy-narezka-bzmzh,VIOLA
"Сыр Laplandia Эдам полутвердый 45%, 180г",/products/180g-syr-edam-45-laplandia-kusok-bzmzh,309,,180g-syr-edam-45-laplandia-kusok-bzmzh,LAPLANDIA
"Сыр Jalo Kerma сливочный нарезка, 140г",/products/slivochnyj-jalo-kerma-140-g-v-narezke,149,177,slivochnyj-jalo-kerma-140-g-v-narezke,JALO KERMA
"METRO Chef Сыр чеддер 50%, 500г",/products/500g-syr-50-metro-chef-chedder-bzmzh,669,,500g-syr-50-metro-chef-chedder-bzmzh,METRO CHEF
"Сыр Schonfeld Швейцарский Турмезан полутвердый нарезка 52%, 125г",/products/schonfeld-swiss-thurmesan-narezka-52-125g-bzmzh,449,,schonfeld-swiss-thurmesan-narezka-52-125g-bzmzh,SCHONFELD
"Сыр Киприно Гауда полутвердый 45%, 200г",/products/200g-syr-gauda-45-kiprino-kusok-bzmzh,259,,200g-syr-gauda-45-kiprino-kusok-bzmzh,КИПРИНО
"Сыр Ларец топленое молоко 45%, 245г",/products/245g-syr-45-zolotoy-larets-toplenoe-moloko-bzmzh,349,,245g-syr-45-zolotoy-larets-toplenoe-moloko-bzmzh,ЛАРЕЦ
